epoch, batchidx, datapoint_index
001,009,230
001,009,123
001,009,483
001,009,012
001,009,514
001,009,717
001,009,251
001,009,376
001,009,431
001,009,777
001,009,194
001,009,126
001,009,554
001,009,069
001,009,224
001,009,724
001,009,606
001,009,593
001,009,725
001,009,266
001,009,600
001,009,305
001,009,158
001,009,289
001,009,119
001,009,720
001,009,008
001,009,083
001,009,676
001,009,642
001,009,504
001,009,669
001,009,744
001,009,468
001,009,558
001,009,211
001,009,332
001,009,449
001,009,111
001,009,311
001,009,216
001,009,184
001,009,635
001,009,319
001,009,770
001,009,502
001,009,510
001,009,068
001,009,660
001,009,559
001,009,217
001,009,060
001,009,105
001,009,730
001,009,749
001,009,433
001,009,101
001,009,232
001,009,517
001,009,347
001,009,437
001,009,580
001,009,085
001,009,381
001,009,687
001,009,234
001,009,477
001,009,700
001,009,260
001,009,059
001,009,423
001,009,036
001,009,583
001,009,546
001,009,417
001,009,701
001,009,014
001,009,135
001,009,394
001,009,482
001,009,297
001,009,106
001,009,629
001,010,345
001,010,335
001,010,126
001,010,606
001,010,131
001,010,151
001,010,697
001,010,424
001,010,656
001,010,342
001,010,471
001,010,236
001,010,462
001,010,634
001,010,381
001,010,373
001,010,402
001,010,061
001,010,207
001,010,130
001,010,667
001,010,300
001,010,248
001,010,127
001,010,185
001,010,089
001,010,501
001,010,105
001,010,247
001,010,149
001,010,589
001,010,329
001,010,654
001,010,303
001,010,378
001,010,255
001,010,114
001,010,313
001,010,059
001,010,280
001,010,283
001,010,243
001,010,566
001,010,110
001,010,070
001,010,272
001,010,570
001,010,590
001,010,418
001,010,146
001,010,043
001,010,064
001,010,092
001,010,527
001,010,134
001,010,120
001,010,375
001,010,330
001,010,310
001,010,220
001,010,311
001,010,347
001,010,664
001,010,615
001,010,036
001,010,642
001,010,162
001,010,489
001,010,011
001,010,054
001,010,531
001,010,658
001,010,193
001,010,108
001,010,093
001,010,440
001,010,106
001,010,224
001,010,568
001,010,239
001,010,426
001,010,252
001,010,678
001,010,278
001,010,601
001,010,650
001,010,577
001,010,258
001,010,595
001,010,102
001,010,609
001,010,435
001,010,158
001,010,072
001,010,218
001,010,058
001,010,432
001,010,648
001,010,685
001,010,196
001,011,234
001,011,567
001,011,392
001,011,088
001,011,247
001,011,187
001,011,535
001,011,044
001,011,500
001,011,252
001,011,078
001,011,256
001,011,480
001,011,463
001,011,582
001,011,179
001,011,053
001,011,246
001,011,308
001,011,405
001,011,189
001,011,387
001,011,277
001,011,579
001,011,289
001,011,313
001,011,070
001,011,370
001,011,188
001,011,020
001,011,332
001,011,125
001,011,071
001,011,529
001,011,429
001,011,468
001,011,155
001,011,368
001,011,248
001,011,169
001,011,263
001,011,010
001,011,401
001,011,352
001,011,479
001,011,541
001,011,183
001,011,470
001,011,361
001,011,558
001,011,285
001,011,017
001,011,371
001,011,587
001,011,572
001,011,022
001,011,105
001,011,191
001,011,091
001,011,093
001,011,517
001,011,327
001,011,174
001,011,130
001,011,408
001,011,097
001,011,043
001,011,292
001,011,204
001,011,019
001,011,328
001,011,058
001,011,434
001,011,182
001,011,443
001,011,427
001,011,239
001,011,108
001,011,046
001,011,524
001,011,383
001,011,347
001,011,148
001,011,490
001,011,493
001,011,048
001,011,503
001,011,482
001,011,111
001,011,458
001,011,414
001,011,557
001,011,404
001,011,400
001,011,397
001,011,225
001,011,145
001,011,549
001,011,115
001,011,023
001,012,459
001,012,474
001,012,416
001,012,259
001,012,047
001,012,039
001,012,462
001,012,446
001,012,130
001,012,447
001,012,214
001,012,254
001,012,133
001,012,475
001,012,011
001,012,431
001,012,040
001,012,423
001,012,194
001,012,284
001,012,006
001,012,177
001,012,124
001,012,349
001,012,224
001,012,104
001,012,221
001,012,118
001,012,234
001,012,078
001,012,190
001,012,081
001,012,099
001,012,255
001,012,401
001,012,209
001,012,072
001,012,370
001,012,429
001,012,227
001,012,168
001,012,295
001,012,409
001,012,148
001,012,182
001,012,359
001,012,001
001,012,161
001,012,311
001,012,249
001,012,134
001,012,342
001,012,216
001,012,274
001,012,017
001,012,020
001,012,261
001,012,176
001,012,449
001,012,207
001,012,456
001,012,068
001,012,179
001,012,399
001,012,098
001,012,445
001,012,408
001,012,231
001,012,125
001,012,304
001,012,003
001,012,122
001,012,189
001,012,412
001,012,443
001,012,258
001,012,250
001,012,428
001,012,146
001,012,156
001,012,233
001,012,018
001,012,163
001,012,455
001,012,353
001,012,486
001,012,164
001,012,079
001,012,269
001,012,126
001,012,264
001,012,087
001,012,155
001,012,472
001,012,174
001,012,330
001,012,481
001,012,364
001,012,448
001,012,291
001,013,121
001,013,155
001,013,330
001,013,187
001,013,182
001,013,060
001,013,114
001,013,166
001,013,286
001,013,084
001,013,086
001,013,261
001,013,093
001,013,211
001,013,221
001,013,381
001,013,162
001,013,321
001,013,128
001,013,196
001,013,045
001,013,277
001,013,146
001,013,077
001,013,240
001,013,267
001,013,254
001,013,090
001,013,375
001,013,349
001,013,348
001,013,185
001,013,198
001,013,385
001,013,075
001,013,232
001,013,255
001,013,167
001,013,072
001,013,253
001,013,219
001,013,391
001,013,192
001,013,144
001,013,057
001,013,243
001,013,338
001,013,259
001,013,360
001,013,068
001,013,138
001,013,043
001,013,320
001,013,327
001,013,032
001,013,307
001,013,058
001,013,038
001,013,148
001,013,204
001,013,137
001,013,206
001,013,131
001,013,224
001,013,222
001,013,396
001,013,218
001,013,071
001,013,180
001,013,352
001,013,041
001,013,037
001,013,340
001,013,308
001,013,214
001,013,030
001,013,065
001,013,080
001,013,379
001,013,031
001,013,063
001,013,186
001,013,382
001,013,364
001,013,197
001,013,203
001,013,066
001,013,361
001,013,363
001,013,163
001,013,346
001,013,064
001,013,293
001,013,323
001,013,094
001,013,356
001,013,388
001,013,135
001,013,247
001,013,074
001,014,146
001,014,005
001,014,069
001,014,266
001,014,281
001,014,107
001,014,295
001,014,222
001,014,065
001,014,128
001,014,183
001,014,226
001,014,231
001,014,227
001,014,127
001,014,084
001,014,277
001,014,235
001,014,027
001,014,037
001,014,249
001,014,163
001,014,298
001,014,223
001,014,191
001,014,076
001,014,257
001,014,017
001,014,217
001,014,297
001,014,012
001,014,104
001,014,219
001,014,082
001,014,175
001,014,106
001,014,241
001,014,143
001,014,209
001,014,215
001,014,035
001,014,252
001,014,029
001,014,020
001,014,204
001,014,278
001,014,092
001,014,038
001,014,200
001,014,099
001,014,148
001,014,122
001,014,166
001,014,062
001,014,055
001,014,282
001,014,113
001,014,028
001,014,138
001,014,218
001,014,124
001,014,103
001,014,264
001,014,216
001,014,221
001,014,025
001,014,180
001,014,196
001,014,248
001,014,270
001,014,086
001,014,236
001,014,242
001,014,080
001,014,258
001,014,275
001,014,022
001,014,220
001,014,268
001,014,015
001,014,132
001,014,207
001,014,186
001,014,013
001,014,112
001,014,078
001,014,129
001,014,289
001,014,031
001,014,265
001,014,153
001,014,011
001,014,225
001,014,140
001,014,199
001,014,299
001,014,026
001,014,123
001,014,187
001,014,016
001,015,181
001,015,188
001,015,052
001,015,101
001,015,007
001,015,195
001,015,063
001,015,010
001,015,039
001,015,044
001,015,152
001,015,020
001,015,008
001,015,005
001,015,191
001,015,163
001,015,190
001,015,096
001,015,098
001,015,090
001,015,151
001,015,128
001,015,109
001,015,033
001,015,060
001,015,116
001,015,019
001,015,168
001,015,162
001,015,049
001,015,082
001,015,057
001,015,145
001,015,134
001,015,149
001,015,148
001,015,089
001,015,144
001,015,021
001,015,167
001,015,084
001,015,187
001,015,025
001,015,147
001,015,040
001,015,136
001,015,127
001,015,071
001,015,150
001,015,178
001,015,094
001,015,066
001,015,062
001,015,118
001,015,159
001,015,012
001,015,183
001,015,029
001,015,192
001,015,176
001,015,093
001,015,017
001,015,158
001,015,129
001,015,079
001,015,050
001,015,070
001,015,196
001,015,091
001,015,095
001,015,018
001,015,013
001,015,140
001,015,139
001,015,107
001,015,119
001,015,123
001,015,161
001,015,099
001,015,074
001,015,042
001,015,076
001,015,045
001,015,135
001,015,014
001,015,113
001,015,058
001,015,037
001,015,064
001,015,087
001,015,001
001,015,061
001,015,083
001,015,034
001,015,126
001,015,198
001,015,011
001,015,173
001,015,165
001,015,131
001,016,028
001,016,026
001,016,020
001,016,001
001,016,087
001,016,063
001,016,081
001,016,045
001,016,056
001,016,075
001,016,048
001,016,035
001,016,092
001,016,071
001,016,017
001,016,098
001,016,097
001,016,051
001,016,094
001,016,011
001,016,030
001,016,089
001,016,073
001,016,059
001,016,044
001,016,040
001,016,065
001,016,070
001,016,095
001,016,021
001,016,062
001,016,006
001,016,032
001,016,046
001,016,077
001,016,037
001,016,067
001,016,050
001,016,055
001,016,083
001,016,064
001,016,039
001,016,068
001,016,027
001,016,053
001,016,060
001,016,008
001,016,085
001,016,047
001,016,022
001,016,096
001,016,088
001,016,007
001,016,034
001,016,004
001,016,066
001,016,009
001,016,072
001,016,061
001,016,012
001,016,010
001,016,041
001,016,015
001,016,099
001,016,049
001,016,038
001,016,079
001,016,082
001,016,091
001,016,074
001,016,033
001,016,003
001,016,031
001,016,013
001,016,093
001,016,086
001,016,005
001,016,080
001,016,000
001,016,023
001,016,090
001,016,018
001,016,016
001,016,029
001,016,002
001,016,084
001,016,036
001,016,014
001,016,052
001,016,057
001,016,042
001,016,078
001,016,025
001,016,019
001,016,058
001,016,043
001,016,076
001,016,069
001,016,024
001,016,054
002,001,110
002,001,1516
002,001,108
002,001,340
002,001,641
002,001,112
002,001,552
002,001,150
002,001,963
002,001,1345
002,001,637
002,001,756
002,001,931
002,001,560
002,001,1572
002,001,889
002,001,228
002,001,983
002,001,891
002,001,960
002,001,1297
002,001,1435
002,001,938
002,001,993
002,001,419
002,001,149
002,001,619
002,001,669
002,001,326
002,001,1546
002,001,497
002,001,008
002,001,658
002,001,1484
002,001,275
002,001,140
002,001,764
002,001,1233
002,001,1210
002,001,385
002,001,1010
002,001,1166
002,001,1187
002,001,252
002,001,160
002,001,572
002,001,617
002,001,953
002,001,165
002,001,1067
002,001,1523
002,001,229
002,001,456
002,001,068
002,001,528
002,001,1409
002,001,1373
002,001,914
002,001,290
002,001,383
002,001,1569
002,001,1333
002,001,059
002,001,591
002,001,067
002,001,088
002,001,407
002,001,1193
002,001,1354
002,001,1535
002,001,197
002,001,143
002,001,436
002,001,1273
002,001,1596
002,001,1190
002,001,1539
002,001,1103
002,001,1427
002,001,1266
002,001,352
002,001,935
002,001,1262
002,001,429
002,001,730
002,001,157
002,001,296
002,001,958
002,001,766
002,001,282
002,001,1117
002,001,1178
002,001,901
002,001,043
002,001,903
002,001,1386
002,001,727
002,001,878
002,001,1505
002,001,1098
002,002,1207
002,002,974
002,002,1416
002,002,743
002,002,136
002,002,1107
002,002,655
002,002,821
002,002,932
002,002,594
002,002,952
002,002,1015
002,002,840
002,002,510
002,002,755
002,002,991
002,002,110
002,002,148
002,002,1257
002,002,344
002,002,390
002,002,389
002,002,403
002,002,1329
002,002,1444
002,002,1370
002,002,554
002,002,425
002,002,024
002,002,1123
002,002,1043
002,002,442
002,002,213
002,002,1031
002,002,1447
002,002,1411
002,002,215
002,002,1289
002,002,1328
002,002,685
002,002,488
002,002,399
002,002,798
002,002,180
002,002,1219
002,002,714
002,002,1111
002,002,431
002,002,038
002,002,982
002,002,1105
002,002,1301
002,002,295
002,002,205
002,002,287
002,002,990
002,002,908
002,002,504
002,002,1209
002,002,537
002,002,337
002,002,523
002,002,177
002,002,1314
002,002,047
002,002,1254
002,002,866
002,002,638
002,002,491
002,002,424
002,002,318
002,002,1004
002,002,560
002,002,761
002,002,815
002,002,371
002,002,1080
002,002,219
002,002,660
002,002,117
002,002,1202
002,002,1003
002,002,1179
002,002,997
002,002,720
002,002,1382
002,002,1088
002,002,642
002,002,019
002,002,1185
002,002,1431
002,002,636
002,002,1076
002,002,189
002,002,249
002,002,951
002,002,1489
002,002,1247
002,002,579
002,002,1152
002,003,624
002,003,209
002,003,182
002,003,998
002,003,1267
002,003,1120
002,003,212
002,003,009
002,003,971
002,003,610
002,003,462
002,003,314
002,003,378
002,003,794
002,003,939
002,003,453
002,003,019
002,003,685
002,003,1198
002,003,1218
002,003,1145
002,003,203
002,003,385
002,003,904
002,003,1263
002,003,132
002,003,471
002,003,227
002,003,161
002,003,960
002,003,153
002,003,890
002,003,326
002,003,1201
002,003,575
002,003,1294
002,003,014
002,003,071
002,003,1016
002,003,313
002,003,703
002,003,1261
002,003,990
002,003,1076
002,003,180
002,003,874
002,003,872
002,003,1236
002,003,370
002,003,824
002,003,1040
002,003,234
002,003,1119
002,003,045
002,003,036
002,003,967
002,003,205
002,003,546
002,003,908
002,003,175
002,003,1240
002,003,545
002,003,1336
002,003,376
002,003,1069
002,003,1035
002,003,1247
002,003,298
002,003,538
002,003,1095
002,003,687
002,003,811
002,003,1192
002,003,1230
002,003,088
002,003,1072
002,003,1077
002,003,1260
002,003,472
002,003,412
002,003,1369
002,003,942
002,003,690
002,003,165
002,003,489
002,003,243
002,003,072
002,003,1171
002,003,816
002,003,1314
002,003,707
002,003,1246
002,003,503
002,003,290
002,003,1355
002,003,335
002,003,248
002,003,1117
002,003,382
002,003,555
002,004,013
002,004,436
002,004,698
002,004,1273
002,004,341
002,004,257
002,004,816
002,004,087
002,004,336
002,004,841
002,004,276
002,004,915
002,004,1090
002,004,489
002,004,667
002,004,695
002,004,729
002,004,1059
002,004,651
002,004,519
002,004,940
002,004,072
002,004,1244
002,004,836
002,004,1196
002,004,839
002,004,481
002,004,1206
002,004,668
002,004,617
002,004,400
002,004,608
002,004,037
002,004,283
002,004,1143
002,004,487
002,004,678
002,004,480
002,004,049
002,004,315
002,004,1290
002,004,1259
002,004,1049
002,004,688
002,004,1168
002,004,878
002,004,1136
002,004,191
002,004,922
002,004,967
002,004,514
002,004,1042
002,004,1154
002,004,844
002,004,333
002,004,1299
002,004,766
002,004,979
002,004,888
002,004,750
002,004,716
002,004,204
002,004,879
002,004,114
002,004,504
002,004,918
002,004,084
002,004,060
002,004,920
002,004,764
002,004,1013
002,004,761
002,004,478
002,004,939
002,004,321
002,004,273
002,004,876
002,004,1252
002,004,1176
002,004,532
002,004,406
002,004,017
002,004,095
002,004,735
002,004,303
002,004,423
002,004,593
002,004,168
002,004,432
002,004,292
002,004,875
002,004,1071
002,004,068
002,004,218
002,004,603
002,004,365
002,004,101
002,004,377
002,004,644
002,004,138
002,005,635
002,005,367
002,005,836
002,005,447
002,005,330
002,005,183
002,005,019
002,005,524
002,005,966
002,005,1043
002,005,477
002,005,1170
002,005,180
002,005,456
002,005,721
002,005,837
002,005,571
002,005,987
002,005,1022
002,005,1010
002,005,819
002,005,1067
002,005,1046
002,005,858
002,005,224
002,005,1000
002,005,422
002,005,610
002,005,905
002,005,814
002,005,794
002,005,333
002,005,1154
002,005,738
002,005,1147
002,005,625
002,005,486
002,005,022
002,005,193
002,005,425
002,005,113
002,005,488
002,005,474
002,005,332
002,005,417
002,005,383
002,005,513
002,005,579
002,005,536
002,005,218
002,005,500
002,005,357
002,005,142
002,005,127
002,005,591
002,005,884
002,005,394
002,005,1103
002,005,631
002,005,1021
002,005,485
002,005,1028
002,005,523
002,005,061
002,005,335
002,005,909
002,005,813
002,005,981
002,005,275
002,005,793
002,005,824
002,005,929
002,005,107
002,005,1178
002,005,468
002,005,057
002,005,984
002,005,681
002,005,1008
002,005,028
002,005,021
002,005,186
002,005,088
002,005,974
002,005,056
002,005,433
002,005,841
002,005,827
002,005,664
002,005,723
002,005,187
002,005,210
002,005,013
002,005,244
002,005,1122
002,005,178
002,005,994
002,005,487
002,005,348
002,005,364
002,006,236
002,006,674
002,006,183
002,006,037
002,006,110
002,006,814
002,006,524
002,006,190
002,006,247
002,006,984
002,006,402
002,006,395
002,006,962
002,006,115
002,006,243
002,006,446
002,006,160
002,006,988
002,006,041
002,006,099
002,006,403
002,006,849
002,006,317
002,006,265
002,006,487
002,006,881
002,006,1088
002,006,348
002,006,998
002,006,129
002,006,731
002,006,249
002,006,790
002,006,128
002,006,246
002,006,032
002,006,1009
002,006,078
002,006,1051
002,006,310
002,006,287
002,006,484
002,006,581
002,006,859
002,006,912
002,006,072
002,006,1067
002,006,1046
002,006,445
002,006,993
002,006,640
002,006,485
002,006,931
002,006,134
002,006,977
002,006,781
002,006,407
002,006,574
002,006,066
002,006,749
002,006,1068
002,006,1020
002,006,1090
002,006,758
002,006,312
002,006,845
002,006,717
002,006,365
002,006,675
002,006,502
002,006,552
002,006,908
002,006,347
002,006,777
002,006,242
002,006,514
002,006,069
002,006,175
002,006,582
002,006,966
002,006,1035
002,006,1093
002,006,946
002,006,803
002,006,523
002,006,628
002,006,117
002,006,325
002,006,718
002,006,379
002,006,857
002,006,589
002,006,419
002,006,567
002,006,509
002,006,488
002,006,701
002,006,1054
002,006,1016
002,006,130
002,007,264
002,007,071
002,007,614
002,007,951
002,007,008
002,007,787
002,007,925
002,007,755
002,007,899
002,007,132
002,007,011
002,007,311
002,007,688
002,007,477
002,007,136
002,007,743
002,007,274
002,007,137
002,007,957
002,007,093
002,007,725
002,007,115
002,007,218
002,007,901
002,007,560
002,007,327
002,007,410
002,007,987
002,007,515
002,007,463
002,007,579
002,007,905
002,007,326
002,007,972
002,007,262
002,007,040
002,007,321
002,007,983
002,007,317
002,007,783
002,007,313
002,007,961
002,007,807
002,007,349
002,007,936
002,007,103
002,007,605
002,007,310
002,007,367
002,007,385
002,007,387
002,007,818
002,007,250
002,007,828
002,007,295
002,007,391
002,007,472
002,007,770
002,007,677
002,007,998
002,007,485
002,007,797
002,007,958
002,007,982
002,007,603
002,007,912
002,007,771
002,007,678
002,007,109
002,007,239
002,007,176
002,007,575
002,007,300
002,007,522
002,007,201
002,007,213
002,007,898
002,007,035
